epoch,loss,val_loss
56,1.6309235571590188,1.6960570006411475
57,1.628109288950489,1.7024422272592143
58,1.6237101546705586,1.7052509464931078
59,1.6210356215908104,1.7006205220590844
60,1.6153467956879368,1.7053464492503154
61,1.6135067276350439,1.7085010135634262
62,1.611435150038706,1.705389903594496
63,1.6038375043705717,1.7014318172512137
64,1.6012250133981443,1.7044431572308356
65,1.6002742078614562,1.6996160193062648
66,1.5955414237224892,1.6970706392767092
67,1.6014696190210238,1.692021532120111
68,1.5964675319113144,1.6918796802283356
69,1.5938827205602437,1.6919057696674003
70,1.5924350447850684,1.6902751024700542
71,1.5922739448612684,1.6908254861320038
72,1.591337618150123,1.6907409805596643
73,1.590645402465781,1.6891192399892685
74,1.589308355769066,1.6886383645524283
75,1.5883909300582049,1.6898549488174046
76,1.5878649656086752,1.689723772040764
77,1.5874050531077057,1.689523043550647
78,1.5873761495498762,1.688435978643884
79,1.5856779138111088,1.689616547377836
80,1.587043801195001,1.6895628397556846
81,1.585300423102836,1.6908831435211737
82,1.5842954453131923,1.6915714211218347
83,1.5856652374136937,1.6908366910377797
84,1.5847480576740551,1.691653355764217
85,1.5838298338325056,1.6911864564654142
86,1.5851838825500175,1.691241927668772
87,1.581876426118694,1.690232366195564
88,1.5828563264788014,1.6912725447585142
89,1.5838323829516971,1.6919506568253808
90,1.581911445684629,1.6928832009114934
91,1.5824225836828962,1.693174559926782
92,1.5814040821709046,1.693241547361464
93,1.5831627357904225,1.6935924255796768
94,1.582241949561524,1.6937186784498681
95,1.579468497674759,1.6936625162930958
96,1.581324231542953,1.6937531493764066
97,1.5829262210898203,1.6933467979083245
98,1.581117834334504,1.6935455236312147
99,1.581650268337498,1.693537002725151
100,1.5818548474001557,1.6935804199763123
101,1.5813049947562283,1.6936115952520412
102,1.5807337391458145,1.6936187739024346
103,1.5825675760638225,1.6936290409943577
104,1.5806058626877117,1.69367302845476
105,1.5803042903338393,1.693698992289187
106,1.5828963171129358,1.6937287736348328
107,1.581574795997306,1.6937160254036407
108,1.5818873607132533,1.6937635134218076
109,1.5811524744311425,1.6937689683979673
110,1.5816473240313464,1.6937725740952554
111,1.5811059164674315,1.6937752696065944
112,1.581904378859964,1.6937792426526803
113,1.5816381567553297,1.6937804723502228
114,1.5802521193272447,1.6937900904422154
115,1.580282741213498,1.6937917207443662
116,1.579869304413665,1.6937929271628416
117,1.5818506409860638,1.693794417278961
118,1.5804786304496738,1.6938005734410921
119,1.5824970021231535,1.6938006509527117
120,1.5829563228643104,1.6938008006038583
121,1.581605811641641,1.6938009725108167
122,1.5803743649835456,1.6938010592317376
123,1.5825669706276018,1.6938011352084736
124,1.5816489592806933,1.6938012641386924
125,1.580765647226817,1.6938013183712448
126,1.5810166830069399,1.6938014429526267
127,1.5808404857573444,1.693801546045639
128,1.580800085851591,1.6938016547665575
129,1.5817917279184681,1.6938016481153955
130,1.580803631103202,1.6938016401851637
131,1.582333524953829,1.6938016488828374
132,1.5813564000880882,1.6938016516967904
133,1.5808494050208837,1.6938016537433018
134,1.5814866058222234,1.6938016529758602
135,1.5837981741722316,1.6938016588595803
136,1.582656222867639,1.6938016632084172
137,1.58023438939493,1.6938016583479525
138,1.5831771784857527,1.6938016552781854
139,1.5823540830448881,1.6938016537433018
140,1.5794878651018012,1.6938016493944652
141,1.5813972831588903,1.6938016565572551
142,1.5821637496964571,1.6938016542549297
143,1.5817847131458047,1.6938016547665575
144,1.580870089261499,1.6938016573246968
145,1.581848773237777,1.69380166013865
146,1.5799667135085145,1.6938016542549297
147,1.5822296265053422,1.6938016506735347
148,1.5817841569038287,1.6938016511851626
149,1.5815538782371235,1.6938016516967904
150,1.5815423314702022,1.6938016516967904
151,1.581431844054836,1.6938016516967904
152,1.5818966245406294,1.6938016516967904
153,1.5811885921922448,1.6938016516967904
154,1.5819866144902086,1.6938016511851626
155,1.5813564976600751,1.6938016511851626
156,1.5804826245732504,1.6938016516967904
157,1.5829777450185933,1.6938016516967904
158,1.581899836863557,1.6938016516967904
159,1.580685353850665,1.6938016516967904
160,1.5828071361126965,1.6938016516967904
161,1.5818351825622663,1.6938016516967904
162,1.581853425053701,1.6938016516967904
163,1.5805153748760485,1.6938016516967904
164,1.5816321058632576,1.6938016516967904
165,1.5805704787577668,1.6938016516967904
166,1.5813150013962838,1.6938016516967904
167,1.5812058710072139,1.6938016516967904
168,1.5825715738616577,1.6938016516967904
169,1.5812505606102616,1.6938016516967904
170,1.580637619103471,1.6938016516967904
171,1.581930009061343,1.6938016516967904
172,1.581428399232969,1.6938016516967904
173,1.5812715330760774,1.6938016516967904
174,1.5809480209056646,1.6938016516967904
175,1.5789934449816403,1.6938016516967904
176,1.5809798342724368,1.6938016516967904
177,1.5803110093286592,1.6938016516967904
178,1.5819920103435647,1.6938016516967904
179,1.5804048431654498,1.6938016516967904
180,1.5815115081120843,1.6938016516967904
181,1.5816490395020133,1.6938016516967904
182,1.5825717275681561,1.6938016516967904
183,1.5835517271332544,1.6938016516967904
184,1.5814005981569421,1.6938016516967904
185,1.5819600273485053,1.6938016516967904
186,1.5812611865670714,1.6938016516967904
187,1.5804454784279,1.6938016516967904
188,1.5825633133110935,1.6938016516967904
189,1.5808659493923187,1.6938016516967904
190,1.5815929970512652,1.6938016516967904
191,1.5821924409637713,1.6938016516967904
192,1.5821543356327161,1.6938016516967904
193,1.5807502965812814,1.6938016516967904
194,1.582266293976405,1.6938016516967904
195,1.5803535968473512,1.6938016516967904
196,1.5808321182450202,1.6938016516967904
197,1.5809059543152377,1.6938016516967904
198,1.581623732023043,1.6938016516967904
199,1.5806425811901486,1.6938016516967904
200,1.5809997881520284,1.6938016516967904
201,1.5811523241947776,1.6938016516967904
202,1.5811079954856062,1.6938016516967904
203,1.5812513126085883,1.6938016516967904
204,1.5807614175424183,1.6938016516967904
205,1.5821338246946466,1.6938016516967904
206,1.5819646697746563,1.6938016516967904
207,1.5804729196306777,1.6938016516967904
208,1.5831322026987598,1.6938016516967904
209,1.5826445042270503,1.6938016516967904
210,1.581176071950834,1.6938016516967904
211,1.581746714164133,1.6938016516967904
212,1.5802690143862816,1.6938016516967904
213,1.5812402914648187,1.6938016516967904
214,1.5825299345058939,1.6938016516967904
215,1.5812609075275186,1.6938016516967904
216,1.5804259960782039,1.6938016516967904
217,1.5810978757600263,1.6938016516967904
218,1.5799148386880144,1.6938016516967904
219,1.5809993743896484,1.6938016516967904
220,1.5819032649471336,1.6938016516967904
221,1.580514319955486,1.6938016516967904
222,1.581802288146868,1.6938016516967904
223,1.5811780597249123,1.6938016516967904
224,1.5829518514953247,1.6938016516967904
225,1.5812534753182164,1.6938016516967904
226,1.581333464751505,1.6938016516967904
227,1.5818130910804826,1.6938016516967904
228,1.5794776106533939,1.6938016516967904
229,1.5813725517220694,1.6938016516967904
230,1.5811962999709666,1.6938016516967904
231,1.581293468197731,1.6938016516967904
232,1.5805938464321503,1.6938016516967904
233,1.5818251795964697,1.6938016516967904
234,1.5812082588672638,1.6938016516967904
235,1.5812287775621021,1.6938016516967904
236,1.5815904044533429,1.6938016516967904
237,1.581990319572083,1.6938016516967904
238,1.5809927137747204,1.6938016516967904
239,1.5805692460438976,1.6938016516967904
240,1.5822267579297498,1.6938016516967904
241,1.5813611553956384,1.6938016516967904
242,1.5816413304985386,1.6938016516967904
243,1.5827085392115867,1.6938016516967904
244,1.5822995241782436,1.6938016516967904
245,1.581684871691547,1.6938016516967904
246,1.5829208050280401,1.6938016516967904
247,1.5813731257229635,1.6938016516967904
248,1.5812398628012774,1.6938016516967904
249,1.5816767779115128,1.6938016516967904
250,1.5808739615221545,1.6938016516967904
251,1.5809133328395346,1.6938016516967904
252,1.5805855940466058,1.6938016516967904
253,1.5810510230390993,1.6938016516967904
254,1.582603302312224,1.6938016516967904
255,1.580693446610072,1.6938016516967904
256,1.5801773961276224,1.6938016516967904
257,1.5808713485116828,1.6938016516967904
258,1.5814162051841005,1.6938016516967904
259,1.5811440736463624,1.6938016516967904
260,1.581746950541457,1.6938016516967904
261,1.5821254171737253,1.6938016516967904
262,1.5779658549860731,1.6938016516967904
263,1.5808927455585298,1.6938016516967904
264,1.5815287767207786,1.6938016516967904
265,1.58071256541226,1.6938016516967904
266,1.5815358572218516,1.6938016516967904
267,1.5806603588878292,1.6938016516967904
268,1.5807329814319742,1.6938016516967904
269,1.5820281873010609,1.6938016516967904
270,1.5812895994072091,1.6938016516967904
271,1.5798622729027108,1.6938016516967904
272,1.5813283589604783,1.6938016516967904
273,1.5819761755123531,1.6938016516967904
274,1.5810592131663674,1.6938016516967904
275,1.580947315856202,1.6938016516967904
276,1.5801665176675743,1.6938016516967904
277,1.5815272949738046,1.6938016516967904
278,1.582000627093119,1.6938016516967904
279,1.5804424492055422,1.6938016516967904
280,1.5823793174469307,1.6938016516967904
281,1.5814590237728536,1.6938016516967904
282,1.5811141088400802,1.6938016516967904
283,1.5817824287773812,1.6938016516967904
284,1.5823644087330935,1.6938016516967904
285,1.5814423681530234,1.6938016516967904
286,1.58072334997458,1.6938016516967904
287,1.581581124704178,1.6938016516967904
288,1.5809658498388448,1.6938016516967904
289,1.5820659354124984,1.6938016516967904
290,1.580998681791841,1.6938016516967904
291,1.5808915108034056,1.6938016516967904
292,1.5825757335310113,1.6938016516967904
293,1.5820928036350093,1.6938016516967904
294,1.5821424022521058,1.6938016516967904
295,1.581721228075354,1.6938016516967904
296,1.5825248542305541,1.6938016516967904
297,1.5818939092632842,1.6938016516967904
298,1.5803392982646212,1.6938016516967904
299,1.5801171872713795,1.6938016516967904
300,1.5808005185976421,1.6938016516967904
301,1.5827825965538418,1.6938016516967904
302,1.5807766136649537,1.6938016516967904
303,1.5814845012883618,1.6938016516967904
304,1.5823588573361096,1.6938016516967904
305,1.582464020342043,1.6938016516967904
306,1.5801702954181254,1.6938016516967904
307,1.5809191130611995,1.6938016516967904
308,1.5808792749088105,1.6938016516967904
309,1.5809140429921347,1.6938016516967904
310,1.5814090242532834,1.6938016516967904
311,1.5811515846481061,1.6938016516967904
312,1.5831859415932878,1.6938016516967904
313,1.581725393256096,1.6938016516967904
314,1.5810636731043255,1.6938016516967904
315,1.5803905860201952,1.6938016516967904
316,1.5802744682112786,1.6938016516967904
317,1.581574754355705,1.6938016516967904
318,1.5803505323112828,1.6938016516967904
319,1.5821364701610723,1.6938016516967904
320,1.5812642408968651,1.6938016516967904
321,1.581050412295616,1.6938016516967904
322,1.5827573056090367,1.6938016516967904
323,1.5812687904459157,1.6938016516967904
324,1.5822900023362407,1.6938016516967904
325,1.5810938906179715,1.6938016516967904
326,1.581641696699678,1.6938016516967904
327,1.5829585682447642,1.6938016516967904
328,1.5815502435785451,1.6938016516967904
329,1.5811740962201601,1.6938016516967904
330,1.5820881926441845,1.6938016516967904
331,1.5823469970324269,1.6938016516967904
332,1.5817646092339739,1.6938016516967904
333,1.581787017518527,1.6938016516967904
334,1.582172061482521,1.6938016516967904
335,1.5815634735643047,1.6938016516967904
336,1.5804087431871727,1.6938016516967904
337,1.579930750474538,1.6938016516967904
338,1.5804962883256886,1.6938016516967904
339,1.5816489813262469,1.6938016516967904
340,1.579960489926273,1.6938016516967904
341,1.5806014411253473,1.6938016516967904
342,1.5805089012400744,1.6938016516967904
343,1.5823040663787764,1.6938016516967904
344,1.580212241778635,1.6938016516967904
345,1.5818167904468432,1.6938016516967904
346,1.5798289900364941,1.6938016516967904
347,1.5819234627566925,1.6938016516967904
348,1.5816722759237027,1.6938016516967904
349,1.5818345450783429,1.6938016516967904
350,1.5821121686125454,1.6938016516967904
351,1.5816539209591198,1.6938016516967904
352,1.5812387315377796,1.6938016516967904
353,1.5809556741828787,1.6938016516967904
354,1.582156750641457,1.6938016516967904
355,1.581424578616064,1.6938016516967904
356,1.5819740183141133,1.6938016516967904
357,1.582372393918364,1.6938016516967904
358,1.580913879283487,1.6938016516967904
359,1.580756015769423,1.6938016516967904
360,1.5813447473800346,1.6938016516967904
361,1.5807455110631576,1.6938016516967904
362,1.5815343313837704,1.6938016516967904
363,1.580817535927851,1.6938016516967904
364,1.5823674695949033,1.6938016516967904
365,1.5802215954212293,1.6938016516967904
366,1.5817845314741135,1.6938016516967904
367,1.5812090218883672,1.6938016516967904
368,1.5795898280323368,1.6938016516967904
369,1.5829317232925597,1.6938016516967904
370,1.5810224740472558,1.6938016516967904
371,1.5814499740731227,1.6938016516967904
372,1.581691218565588,1.6938016516967904
373,1.5824651005741668,1.6938016516967904
374,1.5800848927808135,1.6938016516967904
375,1.5812201640785557,1.6938016516967904
376,1.5820107749880177,1.6938016516967904
377,1.5815178076290104,1.6938016516967904
378,1.579645282193406,1.6938016516967904
379,1.580733891219309,1.6938016516967904
380,1.5824824508330593,1.6938016516967904
381,1.5826208181168935,1.6938016516967904
382,1.5803991797035688,1.6938016516967904
383,1.5817009208545292,1.6938016516967904
384,1.5811003787468558,1.6938016516967904
385,1.5809535484199655,1.6938016516967904
386,1.5821159747365403,1.6938016516967904
387,1.581714980814555,1.6938016516967904
388,1.5815248491421139,1.6938016516967904
389,1.582204057949863,1.6938016516967904
390,1.5816897208968255,1.6938016516967904
391,1.5816288768020395,1.6938016516967904
392,1.581779883128323,1.6938016516967904
393,1.5804410409437466,1.6938016516967904
394,1.5809566399005994,1.6938016516967904
395,1.5813905984571535,1.6938016516967904
396,1.5800471277269599,1.6938016516967904
397,1.5816838079935884,1.6938016516967904
398,1.5820971492626896,1.6938016516967904
399,1.5823009024335914,1.6938016516967904
400,1.581360301742815,1.6938016516967904
401,1.5817331212432417,1.6938016516967904
402,1.5820447345302528,1.6938016516967904
403,1.580761214845801,1.6938016516967904
404,1.5808866860931867,1.6938016516967904
405,1.5822794470068526,1.6938016516967904
406,1.5809133787677712,1.6938016516967904
407,1.5813736889052064,1.6938016516967904
408,1.5814414795947402,1.6938016516967904
409,1.5790257513114851,1.6938016516967904
410,1.5805397823657075,1.6938016516967904
411,1.5824163827585846,1.6938016516967904
412,1.5825860151281095,1.6938016516967904
413,1.5800015530357623,1.6938016516967904
414,1.5801548437304693,1.6938016516967904
415,1.5796467972128359,1.6938016516967904
416,1.5806449174064479,1.6938016516967904
417,1.5803553976424753,1.6938016516967904
418,1.5800145495019546,1.6938016516967904
419,1.580615200612643,1.6938016516967904
420,1.5802360060688567,1.6938016516967904
421,1.5822020844645697,1.6938016516967904
422,1.5813264581438613,1.6938016516967904
423,1.5813742747453794,1.6938016516967904
424,1.5794677222020006,1.6938016516967904
425,1.5815107116143998,1.6938016516967904
426,1.58227950559087,1.6938016516967904
427,1.5806649968232194,1.6938016516967904
428,1.5807290301747519,1.6938016516967904
429,1.582149349050979,1.6938016516967904
430,1.5810903778223142,1.6938016516967904
431,1.581250937017676,1.6938016516967904
432,1.5807495776512852,1.6938016516967904
433,1.5815313127759385,1.6938016516967904
434,1.581430710545958,1.6938016516967904
435,1.5815210581234056,1.6938016516967904
436,1.5815204763657427,1.6938016516967904
437,1.5812305038514203,1.6938016516967904
438,1.5825162703452045,1.6938016516967904
439,1.5815539566213137,1.6938016516967904
440,1.581650626577743,1.6938016516967904
441,1.5803660979009655,1.6938016516967904
442,1.5825952969185293,1.6938016516967904
443,1.5803204809557903,1.6938016516967904
444,1.5804804800307914,1.6938016516967904
445,1.5800856092613038,1.6938016516967904
446,1.5821685241918042,1.6938016516967904
447,1.5813976546672925,1.6938016516967904
448,1.5821318377370703,1.6938016516967904
449,1.5814618258035347,1.6938016516967904
450,1.5810830203229433,1.6938016516967904
451,1.5817379661618847,1.6938016516967904
452,1.5803979086141065,1.6938016516967904
453,1.5819783351600987,1.6938016516967904
454,1.5803885214949307,1.6938016516967904
455,1.5809364965925479,1.6938016516967904
456,1.5806243872805819,1.6938016516967904
457,1.5824040180608019,1.6938016516967904
458,1.5808523038070497,1.6938016516967904
459,1.582145923212783,1.6938016516967904
460,1.5812180221897283,1.6938016516967904
461,1.5807920804578963,1.6938016516967904
462,1.581500266716905,1.6938016516967904
463,1.5814251289384005,1.6938016516967904
464,1.5822973502417133,1.6938016516967904
465,1.5806487367986,1.6938016516967904
466,1.5815567349734372,1.6938016516967904
467,1.580413650364092,1.6938016516967904
468,1.5816618930803585,1.6938016516967904
469,1.5806395201242134,1.6938016516967904
470,1.58157677172798,1.6938016516967904
471,1.581195883554955,1.6938016516967904
472,1.5810702047119403,1.6938016516967904
473,1.5811958562021386,1.6938016516967904
474,1.58122583917559,1.6938016516967904
475,1.5808787531640431,1.6938016516967904
476,1.5800577632776678,1.6938016516967904
477,1.5810411850067034,1.6938016516967904
478,1.5815001497529957,1.6938016516967904
479,1.5802977466828203,1.6938016516967904
480,1.5816911524289274,1.6938016516967904
481,1.5807907042438036,1.6938016516967904
482,1.5808215735301578,1.6938016516967904
483,1.5813383851965812,1.6938016516967904
484,1.5809224235684904,1.6938016516967904
485,1.5805251294211164,1.6938016516967904
486,1.582090658071923,1.6938016516967904
487,1.5810731032939807,1.6938016516967904
488,1.5807505982787642,1.6938016516967904
489,1.5820474875708148,1.6938016516967904
490,1.5807927924476257,1.6938016516967904
491,1.5816755088633054,1.6938016516967904
492,1.5813143892239219,1.6938016516967904
493,1.5807844153414035,1.6938016516967904
494,1.5817109997550103,1.6938016516967904
495,1.581353213893224,1.6938016516967904
496,1.5815097638597226,1.6938016516967904
497,1.581560545179942,1.6938016516967904
498,1.5813402768275509,1.6938016516967904
499,1.5811989123690617,1.6938016516967904
